Location.City,Location.State,Data.Shape,Data.Description excerpt,Dates.Sighted.Year
gaithersburg,MD,triangle,Strange high frequency noises heard in the sky.,2011
gaithersburg,MD,triangle,I saw several flying lights heading from north to south.  ((NUFORC Note:  Report from student.  PD)),2007
germantown,MD,triangle,Arrowhead shaped formation of red lights moving with no sound from east to west over Germantown&#44 MD.,2000
greenbelt,MD,triangle,On my way to work I witnessed two low flying&#44 triangular shaped craft moving in complete silence along baltimore washington parkway.,2013
gwynn oak,MD,triangle,It was a sight to see&#44,2010
hagerstown,MD,triangle,i thought i was seeing stuff at first,2008
hagerstown,MD,triangle,Triangle shaped light low on horizon did not move for more than 30 minutes&#44 but did flash intermittently.,2012
hagerstown,MD,triangle,Triangle shape white light in southern sky over Hagerstown&#44 Md.,2012
hagerstown,MD,triangle,Large pulsating triangular object seen hovering over town for at least an hour.,2012
hancock,MD,triangle,THE NEXT DAY &quot;THE LIGHTS IN THE SKY&quot; WAS ON THE NEWS ON TV RADIO AND NEWSPAPER..&quot;JUST AFTER SUNSET IT GOT COOL AND A FAINT FOG CAME,1987
hancock,MD,triangle,The triangle craft hovered silently just over the tree line. It was just before dark and the sky was clear.,1992
huntingtown,MD,triangle,Triangle shape black object bigger than commercial jet. 3 round bright lights 1 on each corner&#44 red light in center.,2011
jacksonville,MD,triangle,Since I&#39m a hunter (waterfowl) when I was what looked like snow geese circling I started to watch close. The sighting was about 1/2 mil,2011
knoxville,MD,triangle,Large triangle of three lights noislessly moves from West to East - occludes stars - fades rapidly.,2004
landover,MD,triangle,Three lights in a triangular pattern were seen hovering in Landover&#44 MD.,2010
landover,MD,triangle,Saw three bright lights and a hovering craft,2012
new carrollton,MD,triangle,Last night I saw something unusual in the night sky&#44 this was not natural by any means it  happened very quickly but I saw enough to kn,2008
new windsor,MD,triangle,I was hunting with my Dad on a farm near our house.  It was before dawn&#44 and I was sitting by a tree&#44 bored and looking up at the sky.,1986
oakland,MD,triangle,Triangle with lights no sound,2000
ocean city,MD,triangle,A triangle of orange lights when looking north on Ocean City Beach towards DE. Later at 12:30 a.m. a bright flash of white lights (appr,2012
ocean city,MD,triangle,UFO over Ocean City&#44 Maryland,2010
owings mills,MD,triangle,Black triangular object without any lights&#44 extremely low speed&#44 approx 400ft off of ground&#44 no sound&#44 right over densly populated area,2005
owings mills,MD,triangle,Trianle white lights move across Owings Mills,2009
parkville,MD,triangle,Parkville&#44 MD&#44 ufo sighting.,2014
parkville,MD,triangle,I&#39m confident all these were not the space station and I am confident these were not airplanes.,2012
perry hall,MD,triangle,Triangle shaped object with light&#44 hovering over essex for 2 hours.  ((NUFORC Note:  Three planets in E sky??  PD)),2012
potomac,MD,triangle,I and girlfriend noticed a bright object in the sky around 10:45.,2012
randallstown,MD,triangle,Two triangular slow&#44silent lowflying objects&#44each with three white lites&#44were seen in mid-l958 over Balto.Co.&#44Md.by hundreds.,1958
rockville,MD,triangle,6 orange colored triangular shaped craft moving at extream high speed and ultra high altitude,2009
rockville,MD,triangle,Green triangle&#44 and flashing lights.,2013
rockville,MD,triangle,Triangular object silhouetted against moon - digital photograph,2001
rockville,MD,triangle,Bright triangular shaped object moves at a rediculous speed across my window,2008
rockville,MD,triangle,I RETURNED TO THIS SUMMARY BECAUSE SOMETHING DIFFERENT JUST NOW HAPPENED AS I WROTE THE COMPLETE DESCRIPTION. BUT THE FIRST SIGHTING WA,1999
severn,MD,triangle,myself and another person witnessd what appeared to be a glowing boomerang fly directly overhead of us with no sound or lights.,1986
silver spring,MD,triangle,Triangular Craft Flies Through Boyfirend&#39s Neighborhood.,1996
silver spring,MD,triangle,solid triangle with white lights and no sound hovered and glided,2005
silver spring,MD,triangle,Large triangular craft soundlessly moving slowly at low altitude in large metropolitan area.,2008
smithsburg,MD,triangle,Sounded similar to a plane&#44 but was triangular and set out on a repeated and definite flight plan&#33,2012
smithsburg,MD,triangle,While drivig down the highway I saw three huge lights in a triangle shape hovering over the tree tops on the top of the hill.,2013
stevensville,MD,triangle,Hovering triangular object near Chesapeake Bay.,2012
sykesville,MD,triangle,Triangular shaped object with bright lights&#44 dropping orbs&#44 being seen over Sykesville&#44 MD,2012
sykesville,MD,triangle,Green&#44 red&#44 yellow triangle object near Liberty Dam.,2014
towson,MD,triangle,A small sphere shape object appeared&#44 with a triangle shaped light being emitted from the bottom. ((NUFORC Note:  Missile launch.  PD)),2009
towson,MD,triangle,Triangular object&#44 no lights or engines&#44 completely silent,2008
waldorf,MD,triangle,Triangular craft followed by multiple conventional planes.,2013
waldorf,MD,triangle,A hovering black triangle in a snow storm.,2013
westminster,MD,triangle,Triangular shaped with flashing red and blue lights that was stationary at 9:30 pm,2012
wheaton,MD,triangle,UFO sighted in Wheaton&#44 MD,2000
williamsport,MD,triangle,triangle UFO,2006
williamsport,MD,triangle,Giant triangle UFO spotted.,2006
wittman,MD,triangle,Came within 2 objects working in tandem - came within a few feet of one of then,1975
wolfsville,MD,triangle,At around  8:15PM eastern time I was outside and all the sudden I heard a really loud noise that sounded almost like a freight train. I,2012
acton,ME,triangle,Black triangular silent craft with 3 white blinking lights on corners and one red one in center.,2013
acton,ME,triangle,Silent&#44 very large&#44 one white headlight&#44 red lights around edges,1984
ashland,ME,triangle,I was standing outside when I saw a light in the distance.  It was very far away&#44 headed in a NE direction.  It was moving very slowly.,1999
auburn,ME,triangle,TRIANGLE LIGHTS IN SKY,2003
bangor,ME,triangle,These photos were taken by my fraternity brother in Bangor&#44 ME on the evening of June 16&#44 2012 around 22:00 hours.  He didn&#39t want to t,2012
bath,ME,triangle,Orange lights that changed to bright white,1999
belfast,ME,triangle,Scared to death at a city park.  Overlooking Belfast Harbor,1994
berwick,ME,triangle,(light with defined beam appeared very bright(looked like an upside down v). ((NUFORC Note:  Missile launch.  PD)),2009
bowdoinham,ME,triangle,An eqilateral triangle&#44 lit at the tips&#44 hovering just off I95 between Brunswick&#44 and Bodoinham ME at approximately 6:45pm.,2007
bucksport,ME,triangle,Triangular shaped craft over rt 46,2009
bucksport,ME,triangle,My husband and I were driving down Route 46 in Bucksport in December of 2009 when we saw something in the distance that looked strange.,2009
charleston,ME,triangle,Triangle shaped 3 white lights silent hovering.,2012
east vassalboro,ME,triangle,Black triangle with central orange light moving slowly across sky.,1963
eddington,ME,triangle,Triangular shaped UFO with blue lights hovering above field off of Route 46 in Eddington&#44 Maine.,1996
embden,ME,triangle,THREE LIGHTS IN TIRANGLE FORM move quickly across sky&#44 stop get hazy and appear to just disappear.,2004
falmouth,ME,triangle,Nothing i have ever seen before.,2013
gorham,ME,triangle,Three separate objects proceeding one by one towards the same direction.,2014
grand isle,ME,triangle,silent arch of pulsing lights.,2003
harrison,ME,triangle,Red tipped UFO Triangular shape/diamond shape.,2010
harrison,ME,triangle,DIAMOUND/TRIANGLE SHAPED CRAFT WITH RED LIGHTS ON EACH TIP -HARRISON&#44 ME,2010
harrison,ME,triangle,Red tipped UFO over RT 35 in Harrison&#44 Maine,2010
hermon,ME,triangle,VERY clear&#44 close triangle object with pulsing lights and no sound directly overhead just 100 yards away.,2014
holden,ME,triangle,the vehicle ? was completely silent and very big. i assume the other one was in this one. it disappeared.,2003
holden,ME,triangle,White lights&#44 triangle shape&#44 low altitude&#44 slow speed.  I have a military backround.,2013
hope,ME,triangle,Triangle-shaped group of lights static above a hilltop&#44 it moved&#44 slowly and without apparent noise&#44 in a N/NE direction.,2013
houlton,ME,triangle,I was sitting in a parking Lot&#44when I noticed this triangular shaped object fly directly over head,1979
kennebunk,ME,triangle,Observed 3 orange (fiery looking texture) moving in triangular formation in the northeastern sky,2013
kittery point,ME,triangle,I noticed a strange plane and pointed at it&#44 it then turned and flew directly over me and two friends&#44 it was very low.,2011
leeds,ME,triangle,It was flashing different colors such as blue green and red. The lights were in the shape of a triangle and when looked at through a te,2008
lewiston,ME,triangle,September 15&#4404 in Lewiston Maine&#44 a triangular lit up object slowly moves over my back lawn,2004
lincolnville,ME,triangle,Awakened in the middle of the night by a bright&#44 focused light by my head coming through the skylight.,2013
lovell,ME,triangle,Black Triangle over Lake Kezar in Lovell Maine in the Late 1980&#39s,1989
lovell,ME,triangle,triangle shapes hovering over Kezar Lake at sunset.,2009
millinocket,ME,triangle,Alternating red lights in the Northern Maine Woods,1992
monson,ME,triangle,First of all I&#39m 17/M and I am a Junior at HS. I was sitting at home after the 2nd World Series game&#44 when I was about ready to go to b,2003
new sweden,ME,triangle,Very bright red light&#44 switching to white&#44 on 3 triangular shapes connect to one form. Hovered over the tree line as well as flew over.,2011
orrington,ME,triangle,Large dark triangular object with two round lights on either end and smaller circular lights in the middle,1989
palermo,ME,triangle,a triangle shaped formation over maine,2004
parkman,ME,triangle,4 orangish lights in a straight line way up over the house,2012
patten,ME,triangle,Patten Maine 1989 or 1990&#44 sounded like a strong thunder storme on a clear night.&quot;moving towards Baxster State or Allegash&quot;,1989
portland,ME,triangle,Triangle object made up of several balls of light&#44 the back of the triangle was missing&#44 almost like the lesser sign.,1998
portland,ME,triangle,A Metallic triangular  object with dome on underside was seen in Portland&#44 Maine.,2010
portland,ME,triangle,Three white lights in a triangular pateren about 200 feet wide,2008
presque isle,ME,triangle,Two amber colored objects appeared to be playing in the air darting back and forth at high rates of speed.,2012
raymond,ME,triangle,my daughter saw 2 triangular&#44blackish objects flying toward each other in a converging point&#44 silently&#44 slowly. And with extreme precis,1999
richmond,ME,triangle,i was traveling west on 197 headed to work on a sunday night&#44 a bright white light appeared on horizion,2009
rockland,ME,triangle,Large Triangle spotted over Mooshead Lake ME,2004
rumford,ME,triangle,On august 25th i was cooking some steak on my deck&#44 when  i agzed toward the sky and saw a large triangular craft bordered with lights&#44,2005
saco,ME,triangle,It was hudge and had 7 lights on its under side and one big one in the front of it&#44 there was no tail to this craft &#33&#33&#33&#33&#33&#33,2000
sanford,ME,triangle,Low flying low speed stealth military aircraft,2012
scarborough,ME,triangle,A triangle shaped object with 3 yellow lights on bottom and a white light on each corner.,2008
south berwick,ME,triangle,this night was hot and hughmid we had went out on the deck and laid out on the proch to watch the stars when we saw this thing zooming,2005
st. george,ME,triangle,3 bright lights in triangle formation hovering over St. George Maine 6/14/2007@22:10,2007
